Name	Compound IUPAC	InChI	Canonical_SMILES	PUBCHEM_CID	Status	Source
Lantadene B	(4R,4aS,6aR,6aS,6bR,8aR,12aR,14bS)-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-10-oxo-3,4,5,6,6a,7,8,8a,11,12,13,14b-dodecahydro-1H-picene-4a-carboxylic acid	InChI=1S/C35H52O5/c1-21(2)18-28(37)40-27-20-30(3,4)19-23-22-10-11-25-32(7)14-13-26(36)31(5,6)24(32)12-15-34(25,9)33(22,8)16-17-35(23,27)29(38)39/h10,18,23-25,27H,11-17,19-20H2,1-9H3,(H,38,39)/t23-,24-,25+,27+,32-,33+,34+,35-/m0/s1	CC(=CC(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CCC(=O)C1(C)C)C)C(=O)O)C	15560077	1	AID_1183838_datatable_active
Reduced Lantadene B	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C35H54O5/c1-21(2)18-28(37)40-27-20-30(3,4)19-23-22-10-11-25-32(7)14-13-26(36)31(5,6)24(32)12-15-34(25,9)33(22,8)16-17-35(23,27)29(38)39/h10,18,23-27,36H,11-17,19-20H2,1-9H3,(H,38,39)/t23-,24-,25+,26-,27+,32-,33+,34+,35-/m0/s1	CC(=CC(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)O)C)C(=O)O)C	71699285	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(2-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(2-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C42H57FO6/c1-10-25(2)34(44)49-33-24-37(3,4)23-28-27-15-16-31-39(7)19-18-32(48-35(45)26-13-11-12-14-29(26)43)38(5,6)30(39)17-20-41(31,9)40(27,8)21-22-42(28,33)36(46)47/h10-15,28,30-33H,16-24H2,1-9H3,(H,46,47)/b25-10-/t28-,30-,31+,32-,33+,39-,40+,41+,42-/m0/s1	C/C=C(\C(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)OC(=O)c1ccccc1F)C)C(=O)O)/C	118708694	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(2-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(2-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C42H57FO6/c1-25(2)22-34(44)48-33-24-37(3,4)23-28-27-14-15-31-39(7)18-17-32(49-35(45)26-12-10-11-13-29(26)43)38(5,6)30(39)16-19-41(31,9)40(27,8)20-21-42(28,33)36(46)47/h10-14,22,28,30-33H,15-21,23-24H2,1-9H3,(H,46,47)/t28-,30-,31+,32-,33+,39-,40+,41+,42-/m0/s1	CC(=CC(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)OC(=O)c1ccccc1F)C)C(=O)O)C	118708695	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C42H57FO6/c1-10-25(2)34(44)49-33-24-37(3,4)23-29-28-14-15-31-39(7)18-17-32(48-35(45)26-12-11-13-27(43)22-26)38(5,6)30(39)16-19-41(31,9)40(28,8)20-21-42(29,33)36(46)47/h10-14,22,29-33H,15-21,23-24H2,1-9H3,(H,46,47)/b25-10-/t29-,30-,31+,32-,33+,39-,40+,41+,42-/m0/s1	C/C=C(\C(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)OC(=O)c1cccc(c1)F)C)C(=O)O)/C	118708696	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-fluorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C42H57FO6/c1-25(2)21-34(44)48-33-24-37(3,4)23-29-28-13-14-31-39(7)17-16-32(49-35(45)26-11-10-12-27(43)22-26)38(5,6)30(39)15-18-41(31,9)40(28,8)19-20-42(29,33)36(46)47/h10-13,21-22,29-33H,14-20,23-24H2,1-9H3,(H,46,47)/t29-,30-,31+,32-,33+,39-,40+,41+,42-/m0/s1	CC(=CC(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)OC(=O)c1cccc(c1)F)C)C(=O)O)C	118708697	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-methoxybenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-methoxybenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C43H60O7/c1-11-26(2)35(44)50-34-25-38(3,4)24-30-29-15-16-32-40(7)19-18-33(49-36(45)27-13-12-14-28(23-27)48-10)39(5,6)31(40)17-20-42(32,9)41(29,8)21-22-43(30,34)37(46)47/h11-15,23,30-34H,16-22,24-25H2,1-10H3,(H,46,47)/b26-11-/t30-,31-,32+,33-,34+,40-,41+,42+,43-/m0/s1	COc1cccc(c1)C(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)C[C@H]1OC(=O)/C(=C\C)/C)C(=O)O)C)C	118708698	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-methoxybenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(3-methoxybenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C43H60O7/c1-26(2)22-35(44)49-34-25-38(3,4)24-30-29-14-15-32-40(7)18-17-33(50-36(45)27-12-11-13-28(23-27)48-10)39(5,6)31(40)16-19-42(32,9)41(29,8)20-21-43(30,34)37(46)47/h11-14,22-23,30-34H,15-21,24-25H2,1-10H3,(H,46,47)/t30-,31-,32+,33-,34+,40-,41+,42+,43-/m0/s1	COc1cccc(c1)C(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)C[C@H]1OC(=O)C=C(C)C)C(=O)O)C)C	118708699	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(4-chlorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(4-chlorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C42H57ClO6/c1-10-25(2)34(44)49-33-24-37(3,4)23-29-28-15-16-31-39(7)19-18-32(48-35(45)26-11-13-27(43)14-12-26)38(5,6)30(39)17-20-41(31,9)40(28,8)21-22-42(29,33)36(46)47/h10-15,29-33H,16-24H2,1-9H3,(H,46,47)/b25-10-/t29-,30-,31+,32-,33+,39-,40+,41+,42-/m0/s1	C/C=C(\C(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)OC(=O)c1ccc(cc1)Cl)C)C(=O)O)/C	118708700	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(4-chlorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-(4-chlorobenzoyl)oxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C42H57ClO6/c1-25(2)22-34(44)48-33-24-37(3,4)23-29-28-14-15-31-39(7)18-17-32(49-35(45)26-10-12-27(43)13-11-26)38(5,6)30(39)16-19-41(31,9)40(28,8)20-21-42(29,33)36(46)47/h10-14,22,29-33H,15-21,23-24H2,1-9H3,(H,46,47)/t29-,30-,31+,32-,33+,39-,40+,41+,42-/m0/s1	CC(=CC(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)OC(=O)c1ccc(cc1)Cl)C)C(=O)O)C	118708701	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-butanoyloxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-butanoyloxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C39H60O6/c1-11-13-31(40)44-29-17-18-36(8)27(35(29,6)7)16-19-38(10)28(36)15-14-25-26-22-34(4,5)23-30(45-32(41)24(3)12-2)39(26,33(42)43)21-20-37(25,38)9/h12,14,26-30H,11,13,15-23H2,1-10H3,(H,42,43)/b24-12-/t26-,27-,28+,29-,30+,36-,37+,38+,39-/m0/s1	CCCC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)C[C@H]1OC(=O)/C(=C\C)/C)C(=O)O)C)C	118708702	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-butanoyloxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-butanoyloxy-2,2,6a,6b,9,9,12a-heptamethyl-4-(3-methylbut-2-enoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C39H60O6/c1-11-12-31(40)44-29-16-17-36(8)27(35(29,6)7)15-18-38(10)28(36)14-13-25-26-22-34(4,5)23-30(45-32(41)21-24(2)3)39(26,33(42)43)20-19-37(25,38)9/h13,21,26-30H,11-12,14-20,22-23H2,1-10H3,(H,42,43)/t26-,27-,28+,29-,30+,36-,37+,38+,39-/m0/s1	CCCC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)C[C@H]1OC(=O)C=C(C)C)C(=O)O)C)C	118708703	1	AID_1183838_datatable_active
(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-10-(2-methylpropanoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	(4R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-2,2,6a,6b,9,9,12a-heptamethyl-4-[(Z)-2-methylbut-2-enoyl]oxy-10-(2-methylpropanoyloxy)-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	InChI=1S/C39H60O6/c1-12-24(4)32(41)45-30-22-34(5,6)21-26-25-13-14-28-36(9)17-16-29(44-31(40)23(2)3)35(7,8)27(36)15-18-38(28,11)37(25,10)19-20-39(26,30)33(42)43/h12-13,23,26-30H,14-22H2,1-11H3,(H,42,43)/b24-12-/t26-,27-,28+,29-,30+,36-,37+,38+,39-/m0/s1	C/C=C(\C(=O)O[C@@H]1CC(C)(C)C[C@@H]2[C@]1(CC[C@@]1(C2=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC[C@@H](C1(C)C)OC(=O)C(C)C)C)C(=O)O)/C	118708704	1	AID_1183838_datatable_active
methyl (4S,5S)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(4-methylphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4S,5S)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(4-methylphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C31H34N2O7/c1-16-6-8-17(9-7-16)27-25(30(36)39-5)29(40-32-27)19-13-24(38-4)28(35)26-18(19)12-21-20-14-23(37-3)22(34)15-31(20,26)10-11-33(21)2/h6-9,13-14,20-21,25,29,35H,10-12,15H2,1-5H3/t20-,21+,25-,29+,31-/m0/s1	COC(=O)[C@H]1C(=NO[C@@H]1c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O)c1ccc(cc1)C	71716471	1	AID_736485_datatable_active
hexyl (E)-3-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]prop-2-enoate	hexyl (E)-3-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]prop-2-enoate	InChI=1S/C28H37NO6/c1-5-6-7-8-13-35-25(31)10-9-18-14-24(34-4)27(32)26-19(18)15-21-20-16-23(33-3)22(30)17-28(20,26)11-12-29(21)2/h9-10,14,16,20-21,32H,5-8,11-13,15,17H2,1-4H3/b10-9+/t20-,21+,28-/m0/s1	CCCCCCOC(=O)/C=C/c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O	71716472	1	AID_736485_datatable_active
methyl (4S,5S)-3-(4-chlorophenyl)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4S,5S)-3-(4-chlorophenyl)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C30H31ClN2O7/c1-33-10-9-30-14-21(34)22(37-2)13-19(30)20(33)11-17-18(12-23(38-3)27(35)25(17)30)28-24(29(36)39-4)26(32-40-28)15-5-7-16(31)8-6-15/h5-8,12-13,19-20,24,28,35H,9-11,14H2,1-4H3/t19-,20+,24-,28+,30-/m0/s1	COC(=O)[C@H]1C(=NO[C@@H]1c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O)c1ccc(cc1)Cl	71717076	1	AID_736485_datatable_active
methyl (4S,5S)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(4-methoxyphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4S,5S)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(4-methoxyphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C31H34N2O8/c1-33-11-10-31-15-22(34)23(38-3)14-20(31)21(33)12-18-19(13-24(39-4)28(35)26(18)31)29-25(30(36)40-5)27(32-41-29)16-6-8-17(37-2)9-7-16/h6-9,13-14,20-21,25,29,35H,10-12,15H2,1-5H3/t20-,21+,25-,29+,31-/m0/s1	COC(=O)[C@@H]1[C@H](ON=C1c1ccc(cc1)OC)c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O	71717077	1	AID_736485_datatable_active
butyl (E)-3-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]prop-2-enoate	butyl (E)-3-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]prop-2-enoate	InChI=1S/C26H33NO6/c1-5-6-11-33-23(29)8-7-16-12-22(32-4)25(30)24-17(16)13-19-18-14-21(31-3)20(28)15-26(18,24)9-10-27(19)2/h7-8,12,14,18-19,30H,5-6,9-11,13,15H2,1-4H3/b8-7+/t18-,19+,26-/m0/s1	CCCCOC(=O)/C=C/c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O	71717080	1	AID_736485_datatable_active
methyl (4S,5S)-3-(4-bromophenyl)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4S,5S)-3-(4-bromophenyl)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C30H31BrN2O7/c1-33-10-9-30-14-21(34)22(37-2)13-19(30)20(33)11-17-18(12-23(38-3)27(35)25(17)30)28-24(29(36)39-4)26(32-40-28)15-5-7-16(31)8-6-15/h5-8,12-13,19-20,24,28,35H,9-11,14H2,1-4H3/t19-,20+,24-,28+,30-/m0/s1	COC(=O)[C@H]1C(=NO[C@@H]1c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O)c1ccc(cc1)Br	71718304	1	AID_736485_datatable_active
methyl (4S,5S)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-phenyl-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4S,5S)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-phenyl-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C30H32N2O7/c1-32-11-10-30-15-21(33)22(36-2)14-19(30)20(32)12-17-18(13-23(37-3)27(34)25(17)30)28-24(29(35)38-4)26(31-39-28)16-8-6-5-7-9-16/h5-9,13-14,19-20,24,28,34H,10-12,15H2,1-4H3/t19-,20+,24-,28+,30-/m0/s1	COC(=O)[C@H]1C(=NO[C@@H]1c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O)c1ccccc1	71718314	1	AID_736485_datatable_active
methyl (4S,5S)-3-(3-chlorophenyl)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4S,5S)-3-(3-chlorophenyl)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C30H31ClN2O7/c1-33-9-8-30-14-21(34)22(37-2)13-19(30)20(33)11-17-18(12-23(38-3)27(35)25(17)30)28-24(29(36)39-4)26(32-40-28)15-6-5-7-16(31)10-15/h5-7,10,12-13,19-20,24,28,35H,8-9,11,14H2,1-4H3/t19-,20+,24-,28+,30-/m0/s1	COC(=O)[C@H]1C(=NO[C@@H]1c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O)c1cccc(c1)Cl	71719520	1	AID_736485_datatable_active
methyl (4R,5R)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(3-methylphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4R,5R)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(3-methylphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C31H34N2O7/c1-16-7-6-8-17(11-16)27-25(30(36)39-5)29(40-32-27)19-13-24(38-4)28(35)26-18(19)12-21-20-14-23(37-3)22(34)15-31(20,26)9-10-33(21)2/h6-8,11,13-14,20-21,25,29,35H,9-10,12,15H2,1-5H3/t20-,21+,25+,29-,31-/m0/s1	COC(=O)[C@@H]1C(=NO[C@H]1c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O)c1cccc(c1)C	71719521	1	AID_736485_datatable_active
methyl (4R,5R)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(4-methylphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	methyl (4R,5R)-5-[(1S,9R,10R)-3-hydroxy-4,12-dimethoxy-17-methyl-13-oxo-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,11-tetraen-6-yl]-3-(4-methylphenyl)-4,5-dihydro-1,2-oxazole-4-carboxylate	InChI=1S/C31H34N2O7/c1-16-6-8-17(9-7-16)27-25(30(36)39-5)29(40-32-27)19-13-24(38-4)28(35)26-18(19)12-21-20-14-23(37-3)22(34)15-31(20,26)10-11-33(21)2/h6-9,13-14,20-21,25,29,35H,10-12,15H2,1-5H3/t20-,21+,25+,29-,31-/m0/s1	COC(=O)[C@@H]1C(=NO[C@H]1c1cc(OC)c(c2c1C[C@H]1N(C)CC[C@@]32[C@H]1C=C(C(=O)C3)OC)O)c1ccc(cc1)C	71720770	1	AID_736485_datatable_active
